,$\alpha{-}cells$,$\beta{-}cells$,$\delta{-}cells$,Acinar cells,Ductal cells,PP cells,Stellate cells
CPI-SS0BF3ED143$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SS061A7E099$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SS06207F70E$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SS01E0F2D2C$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SS0D0252D87$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SS03098AC28$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SS0CC898553$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SS0B9E8C0DE$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SS06B86672A$\alpha{-}cells$,0,0,0,0,1,0,0
CPI-SS0632A027A$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-CS0569B9B91$\alpha{-}cells$,0,0,0,0,1,1,1
CPI-SS09375CA29$\alpha{-}cells$,0,0,0,0,0,1,0
CPI-SS0BF9FA3F2$\alpha{-}cells$,0,0,0,0,0,1,0
CPI-SS02E314589$\alpha{-}cells$,0,0,0,0,0,1,0
CPI-SS03F821467$\beta{-}cells$,1,0,0,0,0,1,0
CPI-SS02E314589$\beta{-}cells$,1,0,0,0,0,1,0
CPI-SS06A0B20BD$\beta{-}cells$,1,0,0,0,0,0,1
CPI-SS0816A4ED4$\beta{-}cells$,1,0,0,0,0,0,1
CPI-SS087E0E3FB$\beta{-}cells$,1,0,0,0,0,0,1
CPI-SS0879B8E95$\beta{-}cells$,0,1,0,0,0,1,1
CPI-SS08330207B$\beta{-}cells$,0,1,0,0,0,1,1
CPI-SS098F416C1$\beta{-}cells$,0,1,0,1,0,1,0
CPI-SS0CCCF7C69$\beta{-}cells$,0,1,1,0,0,1,0
CPI-SS0339AE950$\beta{-}cells$,0,1,1,1,1,0,0
CPI-SS08FAC0A55$\beta{-}cells$,0,1,1,0,0,1,0
CPI-SS0ED2573CA$\beta{-}cells$,0,1,0,1,1,1,0
CPI-SS00D9A0644$\beta{-}cells$,0,0,1,0,0,0,0
CPI-SS07CA5A6F1$\beta{-}cells$,0,0,1,0,0,1,0
CPI-SS0DA366C78$\beta{-}cells$,0,0,1,0,0,1,0
CPI-SS0E292C126$\beta{-}cells$,0,0,1,1,1,0,1
CPI-SS00F282936$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS0BF3ED143$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS061A7E099$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS06207F70E$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS01E0F2D2C$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS0D0252D87$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS03098AC28$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS0CC898553$\beta{-}cells$,0,0,0,0,1,0,1
CPI-SS0B9E8C0DE$\beta{-}cells$,0,0,0,0,1,0,1
CPI-CS0569B9B91$\beta{-}cells$,0,0,0,0,1,1,1
CPI-SS0658257AC$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SS03F821467$\delta{-}cells$,1,0,0,0,0,1,0
CPI-SS02E314589$\delta{-}cells$,1,0,0,0,0,1,0
CPI-SS06A0B20BD$\delta{-}cells$,1,0,0,0,0,0,1
CPI-SS03098AC28$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS0AB21032D$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS08FAC0A55$\delta{-}cells$,1,1,1,1,1,1,0
CPI-SS08330207B$\delta{-}cells$,0,1,0,0,0,1,1
CPI-SS098F416C1$\delta{-}cells$,0,1,0,1,0,1,0
CPI-SS0CCCF7C69$\delta{-}cells$,0,1,1,1,1,1,0
CPI-SS0339AE950$\delta{-}cells$,0,1,1,1,1,0,0
CPI-SS0ED2573CA$\delta{-}cells$,0,1,0,1,1,1,0
CPI-SS00D9A0644$\delta{-}cells$,0,0,1,0,0,0,0
CPI-SS07CA5A6F1$\delta{-}cells$,0,0,1,0,0,1,0
CPI-SS0DA366C78$\delta{-}cells$,0,0,1,0,0,1,0
CPI-SS0E292C126$\delta{-}cells$,0,0,1,1,1,0,1
CPI-SS00F282936$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS0BF3ED143$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS06207F70E$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS01E0F2D2C$\delta{-}cells$,0,0,0,1,1,0,0
CPI-SS0D0252D87$\delta{-}cells$,0,0,0,1,1,0,1
CPI-SS0CC898553$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SS0B9E8C0DE$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SS0C10824C7$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SS06B86672A$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS0632A027A$\delta{-}cells$,0,0,0,0,1,0,1
CPI-CS0569B9B91$\delta{-}cells$,0,0,0,0,1,1,1
CPI-SS0879B8E95$\delta{-}cells$,0,0,0,0,0,1,1
CPI-SS087E0E3FB$\delta{-}cells$,0,0,0,0,0,0,1
CPI-SS0D1AE5C79Acinar cells,1,0,0,0,0,0,1
CPI-SS02C29C238Acinar cells,1,1,0,0,0,1,0
CPI-SS090FC28E1Acinar cells,1,0,0,1,1,0,1
CPI-SS03F821467Acinar cells,1,0,0,0,0,1,0
CPI-SS0E9A581F8Acinar cells,1,1,1,1,1,1,1
CPI-SS044CF7EAEAcinar cells,1,1,0,1,1,0,1
CPI-SS02E314589Acinar cells,1,0,0,0,0,1,0
CPI-SS06A0B20BDAcinar cells,1,0,0,0,0,0,1
CPI-SS0816A4ED4Acinar cells,1,1,1,0,1,1,1
CPI-SS0658257ACAcinar cells,1,1,1,0,1,1,1
CPI-SS087E0E3FBAcinar cells,1,0,0,0,0,0,1
CPI-SS0C10824C7Acinar cells,1,1,1,1,1,1,1
CPI-SS06B86672AAcinar cells,1,1,1,1,1,1,1
CPI-SS0632A027AAcinar cells,1,1,1,1,1,1,1
CPI-SS0879B8E95Acinar cells,0,1,0,0,0,1,1
CPI-SS08330207BAcinar cells,0,1,0,0,0,1,1
CPI-SS098F416C1Acinar cells,0,1,0,1,0,1,0
CPI-SS0ED2573CAAcinar cells,0,1,1,1,1,1,1
CPI-SS00D9A0644Acinar cells,0,0,1,0,0,0,0
CPI-SS08718E4FBAcinar cells,0,0,1,0,0,1,0
CPI-SS0E292C126Acinar cells,0,0,1,1,1,0,1
CPI-SS0CCCF7C69Acinar cells,0,0,1,0,0,0,0
CPI-SS08FAC0A55Acinar cells,0,0,1,0,0,0,0
CPI-SS0BF3ED143Acinar cells,0,0,0,1,1,0,0
CPI-SS06207F70EAcinar cells,0,0,0,1,1,0,0
CPI-SS01E0F2D2CAcinar cells,0,0,0,1,1,0,0
CPI-SS0D0252D87Acinar cells,0,0,0,1,1,0,1
CPI-SS0CC898553Acinar cells,0,0,0,0,1,0,1
CPI-SS03098AC28Acinar cells,0,0,0,0,1,0,1
CPI-CS0569B9B91Acinar cells,0,0,0,0,1,1,1
CPI-SS0B02DE712Acinar cells,0,0,0,0,0,1,0
CPI-SS0BF9FA3F2Acinar cells,0,0,0,0,0,1,0
CPI-SS0DA366C78Acinar cells,0,0,0,0,0,1,0
CPI-SS0B9E8C0DEAcinar cells,0,0,0,0,0,0,1
CPI-SS08718E4FBDuctal cells,1,1,1,0,1,1,1
CPI-SS0D1AE5C79Ductal cells,1,1,1,0,1,1,1
CPI-SS02C29C238Ductal cells,1,1,1,1,1,1,1
CPI-SS090FC28E1Ductal cells,1,1,1,1,1,1,1
CPI-SS03F821467Ductal cells,1,0,0,0,0,1,0
CPI-SS0E9A581F8Ductal cells,1,1,1,1,1,1,1
CPI-SS044CF7EAEDuctal cells,1,1,1,1,1,1,1
CPI-SS02E314589Ductal cells,1,1,1,1,1,1,1
CPI-SS0CC898553Ductal cells,1,1,1,0,1,1,1
CPI-SS06A0B20BDDuctal cells,1,1,1,0,1,1,1
CPI-SS0DA366C78Ductal cells,1,1,1,0,1,1,1
CPI-SS0816A4ED4Ductal cells,1,1,1,0,1,1,1
CPI-SS0B9E8C0DEDuctal cells,1,1,1,1,1,1,1
CPI-SS0658257ACDuctal cells,1,1,1,0,1,1,1
CPI-SS087E0E3FBDuctal cells,1,1,1,0,1,1,1
CPI-SS0C10824C7Ductal cells,1,1,1,1,1,1,1
CPI-SS098F416C1Ductal cells,1,1,1,1,1,1,1
CPI-SS0AB21032DDuctal cells,1,1,1,1,1,1,1
CPI-SS0CCCF7C69Ductal cells,1,1,1,1,1,1,0
CPI-SS0339AE950Ductal cells,1,1,1,1,1,1,1
CPI-SS06B86672ADuctal cells,1,1,1,1,1,1,1
CPI-SS08FAC0A55Ductal cells,1,1,1,1,1,1,1
CPI-SS0632A027ADuctal cells,1,1,1,1,1,1,1
CPI-CS0569B9B91Ductal cells,1,1,1,1,1,1,1
CPI-SS0879B8E95Ductal cells,0,1,0,0,0,1,1
CPI-SS08330207BDuctal cells,0,1,0,0,0,1,1
CPI-SS0ED2573CADuctal cells,0,1,1,1,1,1,1
CPI-SS00D9A0644Ductal cells,0,0,1,0,0,0,0
CPI-SS07CA5A6F1Ductal cells,0,0,1,0,0,1,0
CPI-SS0E292C126Ductal cells,0,0,1,1,1,0,1
CPI-SS00F282936Ductal cells,0,0,0,1,1,0,0
CPI-SS0BF3ED143Ductal cells,0,0,0,1,1,0,0
CPI-SS061A7E099Ductal cells,0,0,0,1,1,0,1
CPI-SS06207F70EDuctal cells,0,0,0,1,1,0,0
CPI-SS01E0F2D2CDuctal cells,0,0,0,1,1,0,0
CPI-SS0D0252D87Ductal cells,0,0,0,1,1,0,1
CPI-SS03098AC28Ductal cells,0,0,0,1,1,1,1
CPI-SS0B02DE712Ductal cells,0,0,0,0,0,1,0
CPI-SS0BF9FA3F2Ductal cells,0,0,0,0,0,1,0
CPI-SS0E075E5AFPP cells,1,1,1,1,1,1,1
CPI-SS03F821467PP cells,1,0,0,0,0,1,0
CPI-SS0B84DAE3DPP cells,1,1,1,1,1,1,1
CPI-SS0A8627ED6PP cells,1,1,1,1,1,1,1
CPI-SS039799099PP cells,1,1,1,0,1,1,1
CPI-SS06A0B20BDPP cells,1,0,0,0,0,0,1
CPI-SS0348DB5E3PP cells,1,1,1,1,1,1,1
CPI-SS01E0F2D2CPP cells,1,1,1,1,1,1,1
CPI-SS087E0E3FBPP cells,1,0,0,0,0,0,1
CPI-SS0AB21032DPP cells,1,1,1,1,1,1,1
CPI-SS0CCCF7C69PP cells,1,1,1,1,1,1,1
CPI-SS06B86672APP cells,1,1,1,1,1,1,1
CPI-SS08FAC0A55PP cells,1,1,1,1,1,1,1
CPI-SS0632A027APP cells,1,1,1,1,1,1,1
CPI-CS0569B9B91PP cells,1,1,1,1,1,1,1
CPI-SS02572E1EFPP cells,0,1,1,1,1,0,0
CPI-SS0879B8E95PP cells,0,1,0,0,0,1,1
CPI-SS08330207BPP cells,0,1,0,0,0,1,1
CPI-SS098F416C1PP cells,0,1,0,1,0,1,0
CPI-SS0339AE950PP cells,0,1,1,1,1,0,0
CPI-SS0ED2573CAPP cells,0,1,0,1,1,1,0
CPI-SS0BD5C2A23PP cells,0,0,1,0,1,0,0
CPI-SS00D9A0644PP cells,0,0,1,0,0,0,0
CPI-SS07CA5A6F1PP cells,0,0,1,0,0,1,0
CPI-SS0DA366C78PP cells,0,0,1,0,0,1,0
CPI-SS0E292C126PP cells,0,0,1,1,1,0,1
CPI-SS0708FE6FFPP cells,0,0,0,1,1,0,0
CPI-SS00F282936PP cells,0,0,0,1,1,0,0
CPI-SS0BF3ED143PP cells,0,0,0,1,1,0,0
CPI-SS061A7E099PP cells,0,0,0,1,1,0,1
CPI-SS06207F70EPP cells,0,0,0,1,1,0,0
CPI-SS0D0252D87PP cells,0,0,0,1,1,0,1
CPI-SS0CC898553PP cells,0,0,0,0,1,0,1
CPI-SS0B9E8C0DEPP cells,0,0,0,0,1,0,1
CPI-SS0C10824C7PP cells,0,0,0,0,1,0,1
CPI-SS03098AC28PP cells,0,0,0,0,1,0,1
CPI-SS09375CA29PP cells,0,0,0,0,0,1,0
CPI-SS02E314589PP cells,0,0,0,0,0,1,0
CPI-SS03F821467Stellate cells,1,0,0,0,0,1,0
CPI-SS044CF7EAEStellate cells,1,0,0,1,1,0,0
CPI-SS039799099Stellate cells,1,0,1,0,1,1,0
CPI-SS07CA5A6F1Stellate cells,1,1,1,0,0,1,1
CPI-SS087E0E3FBStellate cells,1,1,1,0,1,1,1
CPI-SS0AB21032DStellate cells,1,1,1,1,1,1,1
CPI-SS0339AE950Stellate cells,1,1,1,1,1,1,0
CPI-SS06B86672AStellate cells,1,1,1,1,1,1,1
CPI-SS0632A027AStellate cells,1,1,1,1,1,1,1
CPI-CS0569B9B91Stellate cells,1,1,1,1,1,1,1
CPI-SS0348DB5E3Stellate cells,0,1,1,1,1,0,0
CPI-SS0879B8E95Stellate cells,0,1,0,0,0,1,1
CPI-SS08330207BStellate cells,0,1,0,0,0,1,1
CPI-SS098F416C1Stellate cells,0,1,0,1,0,1,0
CPI-SS0CCCF7C69Stellate cells,0,1,1,0,0,1,0
CPI-SS08FAC0A55Stellate cells,0,1,1,1,1,1,0
CPI-SS0ED2573CAStellate cells,0,1,0,1,1,1,0
CPI-SS0DA366C78Stellate cells,0,0,1,0,0,1,0
CPI-SS0E292C126Stellate cells,0,0,1,1,1,0,1
CPI-SS00F282936Stellate cells,0,0,0,1,1,0,0
CPI-SS061A7E099Stellate cells,0,0,0,1,1,0,1
CPI-SS06207F70EStellate cells,0,0,0,1,1,0,0
CPI-SS01E0F2D2CStellate cells,0,0,0,1,1,0,0
CPI-SS0D0252D87Stellate cells,0,0,0,1,1,0,1
CPI-SS0C10824C7Stellate cells,0,0,0,1,1,1,1
CPI-SS0BF3ED143Stellate cells,0,0,0,0,1,0,0
CPI-SS0B9E8C0DEStellate cells,0,0,0,0,1,0,1
CPI-SS03098AC28Stellate cells,0,0,0,0,1,0,1
CPI-SS0B02DE712Stellate cells,0,0,0,0,0,1,0
CPI-SS02E314589Stellate cells,0,0,0,0,0,1,0
CPI-SS06A0B20BDStellate cells,0,0,0,0,0,0,1
CPI-SS0816A4ED4Stellate cells,0,0,0,0,0,0,1
CPI-SC0C9CBDD21$\alpha{-}cells$,1,1,1,1,1,1,1
CPI-SS0ACD487F0$\alpha{-}cells$,1,1,0,0,0,1,0
CPI-SC05F111D21$\alpha{-}cells$,1,1,1,0,1,1,1
CPI-SC0D7F33CFB$\alpha{-}cells$,1,1,1,1,1,1,1
CPI-SC0F590482E$\alpha{-}cells$,1,0,0,0,0,1,1
CPI-SC0674C647E$\alpha{-}cells$,1,1,1,0,0,1,1
CPI-SC07FB88720$\alpha{-}cells$,1,0,0,0,0,1,1
CPI-SC091173D82$\alpha{-}cells$,1,0,0,0,0,1,1
CPI-SC06525B099$\alpha{-}cells$,1,1,1,0,1,1,1
CPI-SC0247E9ADB$\alpha{-}cells$,1,1,1,0,1,1,1
CPI-SS0B537DD3F$\alpha{-}cells$,1,0,1,0,0,0,0
CPI-SC008F4294F$\alpha{-}cells$,1,1,0,0,0,0,1
CPI-SC067EE23E1$\alpha{-}cells$,1,1,1,1,0,1,1
CPI-SC0082A7233$\alpha{-}cells$,1,1,1,0,0,1,1
CPI-SC0A3F146C2$\alpha{-}cells$,1,1,1,1,0,1,1
CPI-SC0F74C069F$\alpha{-}cells$,1,1,0,0,0,0,1
CPI-SC00C0800EB$\alpha{-}cells$,1,1,1,1,0,1,1
CPI-SS0AD0ED887$\alpha{-}cells$,1,0,0,1,1,0,0
CPI-SS027E12A36$\alpha{-}cells$,1,1,1,1,1,1,1
CPI-SC0EFCE145F$\alpha{-}cells$,1,1,1,0,1,1,1
CPI-SC05D8C0EF5$\alpha{-}cells$,1,1,0,1,0,0,1
CPI-SC04936738A$\alpha{-}cells$,1,1,0,0,0,0,1
CPI-SC0CE6F5084$\alpha{-}cells$,1,1,1,1,1,1,1
CPI-SC0BA1D5E00$\alpha{-}cells$,1,1,0,0,0,0,1
CPI-SS0C9696AAA$\alpha{-}cells$,0,1,1,0,0,0,0
CPI-SC0EC380922$\alpha{-}cells$,0,1,1,0,0,0,1
CPI-SS0B990492C$\alpha{-}cells$,0,1,0,0,0,0,0
CPI-SC0725E3A76$\alpha{-}cells$,0,1,0,0,0,0,1
CPI-SS0A2D7895C$\alpha{-}cells$,0,1,1,1,1,0,0
CPI-SS0889E281D$\alpha{-}cells$,0,1,1,0,0,0,0
CPI-SC0A199B69E$\alpha{-}cells$,0,1,0,0,0,0,1
CPI-SS03859E16F$\alpha{-}cells$,0,1,1,1,0,0,0
CPI-SC06B4C6DD5$\alpha{-}cells$,0,1,0,0,0,0,1
CPI-SC0E1037D03$\alpha{-}cells$,0,0,1,0,0,0,1
CPI-SC0BC542ACC$\alpha{-}cells$,0,0,1,0,0,0,1
CPI-SS087B53ABF$\alpha{-}cells$,0,0,1,0,0,1,1
CPI-SC070D5A96F$\alpha{-}cells$,0,0,1,0,0,1,1
CPI-SS0F9D53834$\alpha{-}cells$,0,0,1,0,0,1,1
CPI-SS080611C5B$\alpha{-}cells$,0,0,1,0,0,0,0
CPI-SC0EEF3A379$\alpha{-}cells$,0,0,1,1,1,0,1
CPI-SS0322747C2$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SC0592EC3D0$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC0E60FEE99$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SC058F72F90$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SS08B94BEB2$\alpha{-}cells$,0,0,0,1,1,1,0
CPI-SC039D075C6$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SC04AED00CE$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SS001BF66E8$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SC05CCF815E$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC08F797F90$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SC08226CD3B$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SS06D13FCD3$\alpha{-}cells$,0,0,0,1,1,1,0
CPI-SC052A417CB$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SC035134F18$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SC0D9B795CC$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SC0CCF30377$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SC08A98E7D4$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SC0FBFA176B$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SC083EDDA21$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SC03DD752AB$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SC06873D10F$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SC09DE07794$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SC02392F4AF$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC0D870AE49$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC03C093767$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SC04F2478E9$\alpha{-}cells$,0,0,0,1,1,0,0
CPI-SC0CA7B34A5$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SC058845C44$\alpha{-}cells$,0,0,0,1,1,1,1
CPI-SC08D8A859F$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC0E3784FFB$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC01FFC9392$\alpha{-}cells$,0,0,0,1,1,0,1
CPI-SC08B2AD7C6$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC0847A64D2$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-SC096929DB0$\alpha{-}cells$,0,0,0,0,1,1,1
CPI-SC05B6D413B$\alpha{-}cells$,0,0,0,0,0,1,1
CPI-SC0FF018913$\alpha{-}cells$,0,0,0,0,0,1,1
CPI-SC06E5E0C83$\alpha{-}cells$,0,0,0,0,0,1,1
CPI-SC040B3EFBC$\alpha{-}cells$,0,0,0,0,0,1,1
CPI-SC0F8D27FBC$\alpha{-}cells$,0,0,0,0,0,1,1
CPI-SC01115AAD1$\alpha{-}cells$,0,0,0,0,0,1,1
CPI-SC08AA91C84$\alpha{-}cells$,0,0,0,0,0,1,1
CPI-SC035953E6B$\alpha{-}cells$,0,0,0,0,0,1,1
CPI-SC05992FDC8$\alpha{-}cells$,0,0,0,0,0,1,1
CPI-SC0545E2502$\alpha{-}cells$,0,0,0,0,0,1,1
CPI-SC08BF895FC$\alpha{-}cells$,0,0,0,0,0,1,1
CPI-SC02F06FF62$\alpha{-}cells$,0,0,0,0,0,1,1
CPI-SC0CBC30AB7$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC03BFF1D95$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC02E74AFA5$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0092846B0$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC08E75294D$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC069F9E62C$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0681D30FE$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC03D71E025$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC041DEF0FB$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0BCD683D4$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0DF986F22$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC08CC68F11$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0ECFACED2$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0DF641DAA$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0861656EC$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC07375C073$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC006E22794$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0D2BDC009$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC00756BB93$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0F8101D41$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0A0532ADC$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0672FBD31$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0F516B854$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC02AE206BE$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0247375A7$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0A58E6695$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC044E3F9B6$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0B6F1A278$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC01195CB48$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC090855C8E$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC09FDA4F45$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC04085F9F9$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0CFF5E19D$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC02B111AB0$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SC0B9199C7F$\alpha{-}cells$,0,0,0,0,0,0,1
CPI-SS0ACD487F0$\beta{-}cells$,1,0,0,0,0,1,0
CPI-SS0B537DD3F$\beta{-}cells$,1,0,1,0,0,0,0
CPI-SC0F74C069F$\beta{-}cells$,1,1,0,0,0,0,1
CPI-SS0B990492C$\beta{-}cells$,1,1,1,1,1,1,1
CPI-SS0AD0ED887$\beta{-}cells$,1,0,0,1,1,0,0
CPI-SS0889E281D$\beta{-}cells$,1,1,1,1,1,1,1
CPI-SC0988E0218$\beta{-}cells$,1,1,1,0,1,1,1
CPI-SC01AB9BED7$\beta{-}cells$,1,1,1,1,1,1,1
CPI-SC070D5A96F$\beta{-}cells$,1,1,1,0,0,1,1
CPI-SC07BE7830D$\beta{-}cells$,1,1,1,1,1,1,1
CPI-SC0847A64D2$\beta{-}cells$,1,0,0,0,1,0,1
CPI-SS080611C5B$\beta{-}cells$,1,1,1,1,1,1,1
CPI-SS08991B378$\beta{-}cells$,0,1,1,0,0,1,0
CPI-SS0C9696AAA$\beta{-}cells$,0,1,1,0,0,0,0
CPI-SC0A199B69E$\beta{-}cells$,0,1,0,0,0,0,1
CPI-SC05D8C0EF5$\beta{-}cells$,0,1,0,0,0,0,1
CPI-SS03859E16F$\beta{-}cells$,0,1,1,1,0,0,0
CPI-SC04936738A$\beta{-}cells$,0,1,0,0,0,0,1
CPI-SS087B53ABF$\beta{-}cells$,0,1,1,0,0,1,1
CPI-SS0F9D53834$\beta{-}cells$,0,1,1,0,0,1,1
CPI-SC096929DB0$\beta{-}cells$,0,1,0,1,1,1,1
CPI-SC0EC380922$\beta{-}cells$,0,0,1,0,0,0,1
CPI-SC056BF6CBB$\beta{-}cells$,0,0,1,0,0,0,0
CPI-SC06364D669$\beta{-}cells$,0,0,1,0,0,0,0
CPI-SC0BC542ACC$\beta{-}cells$,0,0,1,0,0,0,1
CPI-SC0EEF3A379$\beta{-}cells$,0,0,1,1,1,0,1
CPI-SS0322747C2$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SC0592EC3D0$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC0E60FEE99$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SC08B2AD7C6$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC058F72F90$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS0A2D7895C$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS08B94BEB2$\beta{-}cells$,0,0,0,1,1,1,0
CPI-SC039D075C6$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC04AED00CE$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SS001BF66E8$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SC05CCF815E$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC08F797F90$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC08226CD3B$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC0CE6F5084$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SS06D13FCD3$\beta{-}cells$,0,0,0,1,1,1,0
CPI-SC052A417CB$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC035134F18$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC0D9B795CC$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC0CCF30377$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC08A98E7D4$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC0FBFA176B$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC083EDDA21$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC03DD752AB$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC06873D10F$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC09DE07794$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC02392F4AF$\beta{-}cells$,0,0,0,1,1,0,1
CPI-SC0D870AE49$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC03C093767$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC04F2478E9$\beta{-}cells$,0,0,0,1,1,0,0
CPI-SC0CA7B34A5$\beta{-}cells$,0,0,0,1,1,1,1
CPI-SC058845C44$\beta{-}cells$,0,0,0,1,1,1,1
