,$\alpha{-}cells$,$\beta{-}cells$,$\delta{-}cells$,Acinar cells,Ductal cells,PP cells,Stellate cells
CPI-SS090FC28E1Ductal cells,0,0,0,1,1,0,0
CPI-SS0E9A581F8Ductal cells,0,0,0,1,1,0,0
CPI-SS044CF7EAEDuctal cells,0,0,0,1,1,0,1
CPI-SS0816A4ED4Ductal cells,0,0,0,1,1,0,0
CPI-SS0B02DE712PP cells,0,0,0,1,1,0,1
CPI-SS08718E4FBPP cells,0,0,0,1,1,0,0
CPI-SS02C29C238PP cells,0,0,0,1,1,0,0
CPI-SS0E9A581F8PP cells,0,0,0,1,1,0,0
CPI-SS0816A4ED4PP cells,0,0,0,1,1,0,0
CPI-SS0C10824C7PP cells,0,0,0,1,1,0,1
CPI-SS06B86672APP cells,0,0,0,1,1,1,1
CPI-SS0632A027APP cells,0,0,0,1,1,1,1
CPI-SS0D1AE5C79Stellate cells,0,0,0,1,1,0,0
CPI-SS090FC28E1Stellate cells,0,0,0,1,1,0,0
CPI-SS0E9A581F8Stellate cells,0,0,0,1,1,0,0
CPI-SS044CF7EAEStellate cells,0,0,0,1,1,0,0
CPI-SS06B86672AStellate cells,0,0,0,1,1,1,1
CPI-SS0ED2573CAStellate cells,0,0,0,1,1,0,0
CPI-SS08718E4FB$\alpha{-}cells$,0,0,0,0,1,0,0
CPI-SS0CC898553$\alpha{-}cells$,0,0,0,0,1,0,0
CPI-SS0DA366C78$\alpha{-}cells$,0,0,0,0,1,0,0
CPI-SS0B9E8C0DE$\alpha{-}cells$,0,0,0,0,1,0,0
CPI-SS098F416C1$\alpha{-}cells$,0,0,0,0,1,0,0
CPI-SS0CCCF7C69$\alpha{-}cells$,0,0,0,0,1,1,0
CPI-SS0339AE950$\alpha{-}cells$,0,0,0,0,1,0,1
CPI-CS0569B9B91$\alpha{-}cells$,0,0,0,0,1,1,1
CPI-SS08718E4FB$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS0D1AE5C79$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS090FC28E1$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS02E314589$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS0CC898553$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS06A0B20BD$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS0DA366C78$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS0B9E8C0DE$\beta{-}cells$,0,0,0,0,1,0,0
CPI-SS087E0E3FB$\beta{-}cells$,0,0,0,0,1,0,1
CPI-CS0569B9B91$\beta{-}cells$,0,0,0,0,1,1,1
CPI-SS0D1AE5C79$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS02C29C238$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS090FC28E1$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS044CF7EAE$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS02E314589$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS0CC898553$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS06A0B20BD$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS0B9E8C0DE$\delta{-}cells$,0,0,0,0,1,0,0
CPI-SS087E0E3FB$\delta{-}cells$,0,0,0,0,1,0,1
CPI-SS098F416C1$\delta{-}cells$,0,0,0,0,1,0,0
CPI-CS0569B9B91$\delta{-}cells$,0,0,0,0,1,1,1
CPI-SS02C29C238Acinar cells,0,0,0,0,1,0,0
CPI-SS02E314589Acinar cells,0,0,0,0,1,0,0
CPI-SS0B9E8C0DEAcinar cells,0,0,0,0,1,0,0
CPI-CS0569B9B91Acinar cells,0,0,0,0,1,1,1
CPI-SS08718E4FBDuctal cells,0,0,0,0,1,0,0
CPI-SS0D1AE5C79Ductal cells,0,0,0,0,1,0,0
CPI-SS02C29C238Ductal cells,0,0,0,0,1,0,0
CPI-SS02E314589Ductal cells,0,0,0,0,1,0,0
CPI-SS06A0B20BDDuctal cells,0,0,0,0,1,0,0
CPI-SS0DA366C78Ductal cells,0,0,0,0,1,0,0
CPI-SS087E0E3FBDuctal cells,0,0,0,0,1,0,1
CPI-SS098F416C1Ductal cells,0,0,0,0,1,0,0
CPI-SS0D1AE5C79PP cells,0,0,0,0,1,0,0
CPI-SS090FC28E1PP cells,0,0,0,0,1,0,0
CPI-SS044CF7EAEPP cells,0,0,0,0,1,0,0
CPI-SS0CC898553PP cells,0,0,0,0,1,0,0
CPI-SS06A0B20BDPP cells,0,0,0,0,1,0,0
CPI-SS0B9E8C0DEPP cells,0,0,0,0,1,0,0
CPI-SS087E0E3FBPP cells,0,0,0,0,1,0,1
CPI-SS0339AE950PP cells,0,0,0,0,1,0,1
CPI-SS08718E4FBStellate cells,0,0,0,0,1,0,0
CPI-SS02C29C238Stellate cells,0,0,0,0,1,0,0
CPI-SS02E314589Stellate cells,0,0,0,0,1,0,0
CPI-SS0DA366C78Stellate cells,0,0,0,0,1,0,0
CPI-SS098F416C1Stellate cells,0,0,0,0,1,0,0
CPI-SS0339AE950Stellate cells,0,0,0,0,1,0,0
CPI-SS08FAC0A55Stellate cells,0,0,0,0,1,1,0
CPI-SS0E075E5AF$\alpha{-}cells$,0,0,0,0,0,1,0
CPI-SS01E0F2D2C$\alpha{-}cells$,0,0,0,0,0,1,0
CPI-SS02572E1EF$\beta{-}cells$,0,0,0,0,0,1,0
CPI-SS0E075E5AF$\beta{-}cells$,0,0,0,0,0,1,0
CPI-SS01E0F2D2C$\beta{-}cells$,0,0,0,0,0,1,0
CPI-SS0BD5C2A23$\delta{-}cells$,0,0,0,0,0,1,0
CPI-SS02572E1EF$\delta{-}cells$,0,0,0,0,0,1,0
CPI-SS0E075E5AF$\delta{-}cells$,0,0,0,0,0,1,0
CPI-SS01E0F2D2C$\delta{-}cells$,0,0,0,0,0,1,0
CPI-SS0708FE6FFAcinar cells,0,0,0,0,0,1,0
CPI-SS02572E1EFAcinar cells,0,0,0,0,0,1,0
CPI-SS0E075E5AFAcinar cells,0,0,0,0,0,1,0
CPI-SS0708FE6FFDuctal cells,0,0,0,0,0,1,0
CPI-SS0BD5C2A23Ductal cells,0,0,0,0,0,1,0
CPI-SS02572E1EFDuctal cells,0,0,0,0,0,1,0
CPI-SS0E075E5AFDuctal cells,0,0,0,0,0,1,0
CPI-SS0E075E5AFPP cells,0,0,0,0,0,1,0
CPI-SS01E0F2D2CPP cells,0,0,0,0,0,1,0
CPI-SS0E075E5AFStellate cells,0,0,0,0,0,1,0
CPI-SS039799099Stellate cells,0,0,0,0,0,1,0
CPI-SS01E0F2D2CStellate cells,0,0,0,0,0,1,0
CPI-SS0CCCF7C69Stellate cells,0,0,0,0,0,1,0
CPI-SS07CA5A6F1$\beta{-}cells$,0,0,0,0,0,0,1
CPI-SC0C9CBDD21$\alpha{-}cells$,1,0,0,0,0,0,0
CPI-SS0ACD487F0$\alpha{-}cells$,1,1,0,0,0,1,0
CPI-SC05F111D21$\alpha{-}cells$,1,0,0,0,0,0,0
CPI-SC0D7F33CFB$\alpha{-}cells$,1,0,0,0,0,0,0
CPI-SC0F590482E$\alpha{-}cells$,1,0,0,0,0,1,0
CPI-SC0674C647E$\alpha{-}cells$,1,0,0,0,0,0,1
CPI-SC07FB88720$\alpha{-}cells$,1,0,0,0,0,0,1
CPI-SC091173D82$\alpha{-}cells$,1,0,0,1,0,0,0
CPI-SC06525B099$\alpha{-}cells$,1,0,0,0,0,1,0
CPI-SC0247E9ADB$\alpha{-}cells$,1,0,0,0,0,1,0
CPI-SS0B537DD3F$\alpha{-}cells$,1,1,1,1,1,1,1
CPI-SC008F4294F$\alpha{-}cells$,1,0,0,0,1,0,1
CPI-SC067EE23E1$\alpha{-}cells$,1,0,0,0,0,1,0
CPI-SC0082A7233$\alpha{-}cells$,1,0,0,1,0,0,0
CPI-SC0A3F146C2$\alpha{-}cells$,1,0,0,0,0,0,1
CPI-SC0F74C069F$\alpha{-}cells$,1,1,1,0,1,0,1
CPI-SC00C0800EB$\alpha{-}cells$,1,0,0,1,0,0,0
CPI-SS0AD0ED887$\alpha{-}cells$,1,1,1,0,1,1,1
CPI-SS027E12A36$\alpha{-}cells$,1,0,1,1,0,1,0
CPI-SC0EFCE145F$\alpha{-}cells$,1,0,1,0,0,0,1
CPI-SC05D8C0EF5$\alpha{-}cells$,1,0,1,1,1,0,1
CPI-SC04936738A$\alpha{-}cells$,1,0,0,1,1,1,1
CPI-SC0CE6F5084$\alpha{-}cells$,1,0,0,0,0,0,0
CPI-SC0BA1D5E00$\alpha{-}cells$,1,0,1,1,1,1,1
CPI-SC0C9CBDD21$\beta{-}cells$,1,0,0,0,0,0,0
CPI-SS0ACD487F0$\beta{-}cells$,1,0,0,0,0,1,0
CPI-SS0C9696AAA$\beta{-}cells$,1,1,1,0,1,1,1
CPI-SC05F111D21$\beta{-}cells$,1,0,0,0,0,0,0
CPI-SC0D7F33CFB$\beta{-}cells$,1,0,0,0,0,0,0
CPI-SC0EC380922$\beta{-}cells$,1,0,0,0,0,0,0
CPI-SC0674C647E$\beta{-}cells$,1,0,0,0,0,0,1
CPI-SC06525B099$\beta{-}cells$,1,0,0,0,0,1,0
CPI-SC0247E9ADB$\beta{-}cells$,1,0,0,0,0,1,0
CPI-SC008F4294F$\beta{-}cells$,1,0,0,0,1,0,1
CPI-SC067EE23E1$\beta{-}cells$,1,0,0,0,0,1,0
CPI-SC0082A7233$\beta{-}cells$,1,0,0,1,0,0,0
CPI-SC0A3F146C2$\beta{-}cells$,1,0,0,0,0,0,1
CPI-SC0F74C069F$\beta{-}cells$,1,1,1,0,1,1,1
CPI-SC00C0800EB$\beta{-}cells$,1,0,0,1,0,0,0
CPI-SS0B990492C$\beta{-}cells$,1,1,1,0,1,1,1
CPI-SS027E12A36$\beta{-}cells$,1,0,1,0,0,0,0
CPI-SC0725E3A76$\beta{-}cells$,1,0,1,0,1,1,1
CPI-SS0A2D7895C$\beta{-}cells$,1,0,1,0,0,0,0
CPI-SS0889E281D$\beta{-}cells$,1,1,1,1,1,1,1
CPI-SC0A199B69E$\beta{-}cells$,1,1,1,1,1,1,1
CPI-SC0EFCE145F$\beta{-}cells$,1,0,1,0,0,0,1
CPI-SC05D8C0EF5$\beta{-}cells$,1,1,1,1,1,0,1
CPI-SS03859E16F$\beta{-}cells$,1,1,1,1,1,1,1
CPI-SC04936738A$\beta{-}cells$,1,1,0,1,1,1,1
CPI-SC0CE6F5084$\beta{-}cells$,1,0,0,0,0,0,0
CPI-SC0BA1D5E00$\beta{-}cells$,1,0,1,1,1,1,1
CPI-SC06B4C6DD5$\beta{-}cells$,1,0,1,1,1,1,1
CPI-SC0C9CBDD21$\delta{-}cells$,1,0,0,0,0,0,0
CPI-SS0C9696AAA$\delta{-}cells$,1,1,1,0,1,1,1
CPI-SC05F111D21$\delta{-}cells$,1,0,0,0,0,0,0
CPI-SC0D7F33CFB$\delta{-}cells$,1,0,0,0,0,0,0
CPI-SC0EC380922$\delta{-}cells$,1,1,1,0,1,1,0
CPI-SC0674C647E$\delta{-}cells$,1,0,0,0,0,0,1
CPI-SC06525B099$\delta{-}cells$,1,0,0,0,0,1,0
CPI-SC0247E9ADB$\delta{-}cells$,1,0,0,0,0,1,0
CPI-SS0B537DD3F$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SC0E1037D03$\delta{-}cells$,1,0,1,1,0,1,1
CPI-SC067EE23E1$\delta{-}cells$,1,0,0,0,0,1,0
CPI-SC0082A7233$\delta{-}cells$,1,0,0,1,0,0,0
CPI-SC0A3F146C2$\delta{-}cells$,1,0,0,0,0,0,1
CPI-SC00C0800EB$\delta{-}cells$,1,0,0,1,0,0,0
CPI-SS027E12A36$\delta{-}cells$,1,0,1,0,0,0,0
CPI-SS0A2D7895C$\delta{-}cells$,1,0,1,0,0,0,0
CPI-SS0889E281D$\delta{-}cells$,1,1,1,0,1,1,1
CPI-SC0EFCE145F$\delta{-}cells$,1,0,1,0,0,0,1
CPI-SS03859E16F$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SC0BC542ACC$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SC0CE6F5084$\delta{-}cells$,1,0,0,0,0,0,0
CPI-SS087B53ABF$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SC070D5A96F$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SS0F9D53834$\delta{-}cells$,1,1,1,0,0,1,1
CPI-SS080611C5B$\delta{-}cells$,1,1,1,1,1,1,1
CPI-SC0EEF3A379$\delta{-}cells$,1,1,0,1,1,1,1
CPI-SC0C9CBDD21Acinar cells,1,0,0,0,0,0,0
CPI-SC0D7F33CFBAcinar cells,1,0,0,0,0,0,0
CPI-SS0322747C2Acinar cells,1,1,1,1,1,1,1
CPI-SC067EE23E1Acinar cells,1,0,0,0,0,1,0
CPI-SC0A3F146C2Acinar cells,1,0,0,0,0,0,1
CPI-SC00C0800EBAcinar cells,1,0,0,1,0,0,0
CPI-SC0592EC3D0Acinar cells,1,1,1,0,1,1,1
CPI-SC0E60FEE99Acinar cells,1,1,1,1,1,1,1
CPI-SC058F72F90Acinar cells,1,1,1,0,1,0,1
CPI-SS0AD0ED887Acinar cells,1,1,1,0,1,1,1
CPI-SS027E12A36Acinar cells,1,0,1,0,0,0,0
CPI-SS0A2D7895CAcinar cells,1,1,1,1,1,1,1
CPI-SS08B94BEB2Acinar cells,1,1,1,1,1,1,1
CPI-SC039D075C6Acinar cells,1,1,1,0,0,1,1
CPI-SC05D8C0EF5Acinar cells,1,0,1,0,1,0,0
CPI-SS03859E16FAcinar cells,1,1,1,1,1,1,1
CPI-SC04AED00CEAcinar cells,1,1,1,1,1,1,1
CPI-SS001BF66E8Acinar cells,1,1,1,1,1,1,1
CPI-SC05CCF815EAcinar cells,1,1,1,0,1,1,1
CPI-SC08F797F90Acinar cells,1,1,1,0,1,1,1
CPI-SC08226CD3BAcinar cells,1,1,1,0,1,1,1
CPI-SC0CE6F5084Acinar cells,1,1,1,1,1,1,1
CPI-SS06D13FCD3Acinar cells,1,1,1,1,1,1,1
CPI-SC052A417CBAcinar cells,1,1,1,1,1,1,1
CPI-SC035134F18Acinar cells,1,1,1,0,1,1,1
CPI-SC0D9B795CCAcinar cells,1,1,1,1,1,1,0
CPI-SC0CCF30377Acinar cells,1,1,1,0,1,1,1
CPI-SC08A98E7D4Acinar cells,1,1,1,0,1,1,1
CPI-SC0FBFA176BAcinar cells,1,1,1,1,1,1,1
CPI-SC083EDDA21Acinar cells,1,1,1,1,1,1,1
CPI-SC03DD752ABAcinar cells,1,1,1,1,1,1,1
CPI-SC06873D10FAcinar cells,1,1,1,1,1,1,1
CPI-SC09DE07794Acinar cells,1,1,1,1,1,1,1
CPI-SC02392F4AFAcinar cells,1,1,1,1,1,1,1
CPI-SC0D870AE49Acinar cells,1,1,1,1,1,1,1
CPI-SC03C093767Acinar cells,1,1,1,1,1,1,1
CPI-SC04F2478E9Acinar cells,1,1,1,1,1,1,1
CPI-SC0CA7B34A5Acinar cells,1,1,1,1,1,1,1
CPI-SC058845C44Acinar cells,1,1,1,1,1,1,1
CPI-SC08D8A859FAcinar cells,1,1,1,1,1,1,1
CPI-SC0E3784FFBAcinar cells,1,1,1,1,1,1,1
CPI-SC01FFC9392Acinar cells,1,1,1,1,1,1,1
CPI-SC0EEF3A379Acinar cells,1,1,1,1,1,1,1
CPI-SC0C9CBDD21Ductal cells,1,0,0,0,0,0,0
CPI-SC05F111D21Ductal cells,1,0,0,0,0,0,0
CPI-SC0D7F33CFBDuctal cells,1,0,0,0,0,0,0
CPI-SS0322747C2Ductal cells,1,1,1,1,1,1,1
CPI-SC06525B099Ductal cells,1,0,0,0,0,1,0
CPI-SC0247E9ADBDuctal cells,1,0,0,0,0,1,0
CPI-SC0592EC3D0Ductal cells,1,1,1,0,1,1,1
CPI-SC0E60FEE99Ductal cells,1,1,1,1,1,1,1
CPI-SC08B2AD7C6Ductal cells,1,1,1,1,1,1,1
CPI-SC058F72F90Ductal cells,1,1,1,1,1,1,1
CPI-SS0AD0ED887Ductal cells,1,1,1,0,1,1,1
CPI-SS027E12A36Ductal cells,1,0,1,1,0,1,0
CPI-SS0A2D7895CDuctal cells,1,1,1,1,1,1,1
CPI-SS08B94BEB2Ductal cells,1,1,1,1,1,1,1
CPI-SC0EFCE145FDuctal cells,1,0,1,0,0,0,1
CPI-SC039D075C6Ductal cells,1,1,1,0,0,1,1
CPI-SC04AED00CEDuctal cells,1,1,1,1,1,1,1
CPI-SS001BF66E8Ductal cells,1,1,1,1,1,1,1
CPI-SC05CCF815EDuctal cells,1,1,1,0,1,1,1
CPI-SC08F797F90Ductal cells,1,1,1,0,1,1,1
CPI-SC08226CD3BDuctal cells,1,1,1,0,1,1,1
CPI-SC0CE6F5084Ductal cells,1,1,1,1,1,1,1
CPI-SS06D13FCD3Ductal cells,1,1,1,1,1,1,1
CPI-SC052A417CBDuctal cells,1,1,1,1,1,1,1
CPI-SC035134F18Ductal cells,1,1,1,0,1,1,1
CPI-SC0D9B795CCDuctal cells,1,1,1,1,1,1,0
CPI-SC0CCF30377Ductal cells,1,1,1,0,1,1,1
CPI-SC08A98E7D4Ductal cells,1,1,1,0,1,1,1
CPI-SC0FBFA176BDuctal cells,1,1,1,1,1,1,1
CPI-SC083EDDA21Ductal cells,1,1,1,1,1,1,1
CPI-SC03DD752ABDuctal cells,1,1,1,1,1,1,1
CPI-SC06873D10FDuctal cells,1,1,1,1,1,1,1
CPI-SC09DE07794Ductal cells,1,1,1,1,1,1,1
CPI-SC02392F4AFDuctal cells,1,1,1,1,1,1,1
CPI-SC0D870AE49Ductal cells,1,1,1,1,1,1,1
CPI-SC03C093767Ductal cells,1,1,1,1,1,1,1
CPI-SC04F2478E9Ductal cells,1,1,1,1,1,1,1
CPI-SC0CA7B34A5Ductal cells,1,1,1,1,1,1,1
CPI-SC0847A64D2Ductal cells,1,1,1,1,1,1,1
CPI-SC058845C44Ductal cells,1,1,1,1,1,1,1
CPI-SC08D8A859FDuctal cells,1,1,1,1,1,1,1
CPI-SC0E3784FFBDuctal cells,1,1,1,1,1,1,1
CPI-SC01FFC9392Ductal cells,1,1,1,1,1,1,1
CPI-SC0EEF3A379Ductal cells,1,1,1,1,1,1,1
CPI-SC096929DB0Ductal cells,1,1,1,1,1,1,1
CPI-SC0C9CBDD21PP cells,1,0,0,0,0,0,0
CPI-SS0ACD487F0PP cells,1,1,0,0,0,1,0
CPI-SC05B6D413BPP cells,1,1,1,0,1,1,1
CPI-SC05F111D21PP cells,1,0,0,0,0,0,0
CPI-SC0D7F33CFBPP cells,1,0,0,0,0,0,0
CPI-SC0F590482EPP cells,1,1,0,0,1,1,1
CPI-SC0674C647EPP cells,1,0,0,0,0,0,1
CPI-SC0FF018913PP cells,1,1,1,1,1,1,1
CPI-SC06E5E0C83PP cells,1,1,1,1,1,1,1
CPI-SC040B3EFBCPP cells,1,1,1,1,1,1,1
CPI-SC0F8D27FBCPP cells,1,1,1,0,0,1,1
CPI-SC01115AAD1PP cells,1,1,1,1,1,1,1
CPI-SC07FB88720PP cells,1,1,1,1,1,1,1
CPI-SC091173D82PP cells,1,1,1,1,1,1,1
CPI-SC06525B099PP cells,1,0,0,0,0,1,0
CPI-SC0247E9ADBPP cells,1,0,0,0,0,1,0
CPI-SC08AA91C84PP cells,1,1,1,1,1,1,1
CPI-SC067EE23E1PP cells,1,0,0,0,0,1,0
CPI-SC0082A7233PP cells,1,0,0,1,0,0,0
CPI-SC035953E6BPP cells,1,1,1,0,1,1,1
CPI-SC05992FDC8PP cells,1,1,1,0,1,1,1
CPI-SC0A3F146C2PP cells,1,0,0,0,0,0,1
CPI-SC00C0800EBPP cells,1,0,0,1,0,0,0
CPI-SC0545E2502PP cells,1,1,1,1,0,1,1
CPI-SC08BF895FCPP cells,1,1,1,0,1,1,1
CPI-SC02F06FF62PP cells,1,1,1,1,1,1,1
CPI-SS027E12A36PP cells,1,0,1,0,0,0,0
CPI-SS08B94BEB2PP cells,1,1,1,1,1,1,1
CPI-SC0EFCE145FPP cells,1,0,1,0,0,0,1
CPI-SC039D075C6PP cells,1,1,1,0,0,1,1
CPI-SC08F797F90PP cells,1,1,1,0,1,1,1
CPI-SC08226CD3BPP cells,1,1,0,0,1,1,1
CPI-SC0CE6F5084PP cells,1,0,0,0,0,0,0
CPI-SS087B53ABFPP cells,1,1,1,1,1,1,1
CPI-SS06D13FCD3PP cells,1,1,1,1,1,1,0
CPI-SC052A417CBPP cells,1,1,0,1,0,1,1
CPI-SC035134F18PP cells,1,1,1,0,1,1,1
CPI-SC0D9B795CCPP cells,1,0,0,1,1,0,0
CPI-SC0CCF30377PP cells,1,1,1,0,1,1,1
CPI-SC08A98E7D4PP cells,1,1,1,0,1,1,1
CPI-SC070D5A96FPP cells,1,1,0,1,0,1,1
CPI-SS0F9D53834PP cells,1,1,1,1,0,1,1
CPI-SC0FBFA176BPP cells,1,1,1,1,1,1,1
CPI-SC083EDDA21PP cells,1,1,1,1,1,1,1
CPI-SC03DD752ABPP cells,1,1,1,1,1,1,1
CPI-SC06873D10FPP cells,1,1,1,1,1,1,1
CPI-SC09DE07794PP cells,1,1,1,1,1,1,1
CPI-SC03C093767PP cells,1,1,1,1,1,1,1
CPI-SC0CA7B34A5PP cells,1,1,1,1,0,1,1
CPI-SC058845C44PP cells,1,1,1,1,1,1,1
CPI-SC096929DB0PP cells,1,1,1,1,1,1,1
CPI-SC0CBC30AB7Stellate cells,1,1,1,0,1,1,1
CPI-SC0C9CBDD21Stellate cells,1,0,0,0,0,0,0
CPI-SC03BFF1D95Stellate cells,1,1,1,0,0,1,1
CPI-SC02E74AFA5Stellate cells,1,1,1,0,1,1,1
CPI-SC0092846B0Stellate cells,1,1,1,0,1,1,1
CPI-SC08E75294DStellate cells,1,1,1,0,0,1,1
CPI-SC069F9E62CStellate cells,1,1,1,1,1,1,1
CPI-SC0681D30FEStellate cells,1,1,1,0,1,1,1
CPI-SC03D71E025Stellate cells,1,1,1,0,1,1,1
CPI-SC041DEF0FBStellate cells,1,1,1,0,1,1,1
CPI-SC0BCD683D4Stellate cells,1,1,1,1,1,1,1
CPI-SC0DF986F22Stellate cells,1,1,1,1,1,1,1
CPI-SC05B6D413BStellate cells,1,1,1,0,1,1,1
CPI-SC08CC68F11Stellate cells,1,1,1,1,1,1,1
CPI-SC05F111D21Stellate cells,1,1,1,1,1,1,1
CPI-SC0ECFACED2Stellate cells,1,1,1,1,1,1,1
CPI-SC0DF641DAAStellate cells,1,1,1,1,1,1,1
CPI-SC0861656ECStellate cells,1,1,1,1,1,1,1
CPI-SC07375C073Stellate cells,1,1,1,1,1,1,1
CPI-SC0D7F33CFBStellate cells,1,1,1,1,1,1,1
CPI-SC0EC380922Stellate cells,1,1,1,1,1,1,1
CPI-SC0F590482EStellate cells,1,1,1,0,1,1,1
CPI-SC006E22794Stellate cells,1,1,1,0,1,1,1
CPI-SC0674C647EStellate cells,1,1,1,1,1,1,1
CPI-SC0FF018913Stellate cells,1,1,1,1,1,1,1
CPI-SC06E5E0C83Stellate cells,1,1,1,1,1,1,1
CPI-SC040B3EFBCStellate cells,1,1,1,1,1,1,1
CPI-SC0F8D27FBCStellate cells,1,1,1,0,0,1,1
CPI-SC01115AAD1Stellate cells,1,1,1,1,1,1,1
CPI-SC0D2BDC009Stellate cells,1,1,1,0,1,1,1
CPI-SC07FB88720Stellate cells,1,1,1,1,1,1,1
CPI-SC091173D82Stellate cells,1,1,1,1,1,1,1
CPI-SC00756BB93Stellate cells,1,1,1,0,1,1,1
CPI-SC06525B099Stellate cells,1,1,1,0,1,1,1
CPI-SC0247E9ADBStellate cells,1,1,1,0,1,1,1
CPI-SC0E1037D03Stellate cells,1,1,1,1,1,1,1
CPI-SC008F4294FStellate cells,1,1,1,0,1,1,1
CPI-SC08AA91C84Stellate cells,1,1,1,1,1,1,1
CPI-SC0F8101D41Stellate cells,1,1,1,1,1,1,1
CPI-SC067EE23E1Stellate cells,1,1,0,0,1,1,1
CPI-SC0082A7233Stellate cells,1,1,1,1,1,1,1
CPI-SC035953E6BStellate cells,1,1,1,0,1,1,1
CPI-SC05992FDC8Stellate cells,1,1,1,0,1,1,1
CPI-SC0A3F146C2Stellate cells,1,1,1,1,1,1,1
CPI-SC0F74C069FStellate cells,1,1,1,0,1,1,1
CPI-SC0A0532ADCStellate cells,1,1,1,1,1,1,1
CPI-SC00C0800EBStellate cells,1,1,1,1,1,1,1
CPI-SC0545E2502Stellate cells,1,1,1,1,1,1,1
CPI-SC0672FBD31Stellate cells,1,1,1,1,1,1,1
CPI-SC0F516B854Stellate cells,1,1,1,1,1,1,1
CPI-SC02AE206BEStellate cells,1,1,1,1,1,1,1
CPI-SC0247375A7Stellate cells,1,1,1,1,1,1,1
CPI-SC08BF895FCStellate cells,1,1,1,0,1,1,1
CPI-SC0592EC3D0Stellate cells,1,1,1,0,1,1,1
CPI-SC0A58E6695Stellate cells,1,1,1,1,1,1,1
CPI-SC044E3F9B6Stellate cells,1,1,1,1,1,1,1
CPI-SC0B6F1A278Stellate cells,1,1,0,1,1,1,1
CPI-SC01195CB48Stellate cells,1,1,1,1,1,1,1
CPI-SC08B2AD7C6Stellate cells,1,1,1,1,1,1,1
CPI-SC02F06FF62Stellate cells,1,1,1,1,1,1,1
CPI-SC058F72F90Stellate cells,1,1,1,1,1,1,1
CPI-SS027E12A36Stellate cells,1,0,1,1,0,1,0
CPI-SC0725E3A76Stellate cells,1,1,1,0,1,1,1
CPI-SC090855C8EStellate cells,1,1,1,1,1,1,1
CPI-SC09FDA4F45Stellate cells,1,1,1,1,1,1,1
CPI-SC04085F9F9Stellate cells,1,1,1,1,1,1,1
CPI-SC0A199B69EStellate cells,1,1,1,1,1,1,1
CPI-SC0CFF5E19DStellate cells,1,1,1,1,1,1,1
CPI-SC0EFCE145FStellate cells,1,1,1,1,1,1,1
CPI-SC039D075C6Stellate cells,1,1,1,0,0,1,1
CPI-SC05D8C0EF5Stellate cells,1,1,1,1,1,1,1
CPI-SC02B111AB0Stellate cells,1,0,1,0,1,1,1
CPI-SC04936738AStellate cells,1,1,1,1,1,1,1
CPI-SC05CCF815EStellate cells,1,1,1,0,1,1,1
CPI-SC08F797F90Stellate cells,1,1,1,0,1,1,1
CPI-SC08226CD3BStellate cells,1,1,1,0,1,1,1
CPI-SC0BC542ACCStellate cells,1,1,1,0,1,1,1
CPI-SC0CE6F5084Stellate cells,1,1,1,1,1,1,1
CPI-SC0BA1D5E00Stellate cells,1,1,1,1,1,1,1
CPI-SS087B53ABFStellate cells,1,1,1,1,1,1,1
CPI-SC0B9199C7FStellate cells,1,1,0,1,1,1,1
CPI-SC052A417CBStellate cells,1,1,1,1,1,1,1
CPI-SC035134F18Stellate cells,1,1,1,0,1,1,1
CPI-SC0D9B795CCStellate cells,1,1,1,1,1,1,0
CPI-SC06B4C6DD5Stellate cells,1,1,1,1,1,1,1
CPI-SC0CCF30377Stellate cells,1,1,1,0,1,1,1
CPI-SC08A98E7D4Stellate cells,1,1,1,0,1,1,1
CPI-SC070D5A96FStellate cells,1,1,1,1,1,1,1
CPI-SS0F9D53834Stellate cells,1,1,1,1,1,1,1
CPI-SC0FBFA176BStellate cells,1,1,1,1,1,1,1
CPI-SC083EDDA21Stellate cells,1,1,1,1,1,1,1
CPI-SC03DD752ABStellate cells,1,1,1,1,1,1,1
CPI-SC06873D10FStellate cells,1,1,1,1,1,1,1
CPI-SC09DE07794Stellate cells,1,1,1,1,1,1,1
CPI-SC02392F4AFStellate cells,1,1,1,1,1,1,1
CPI-SC0D870AE49Stellate cells,1,1,1,1,1,1,1
CPI-SC03C093767Stellate cells,1,1,1,1,1,1,1
